"name","Rank","Platform","Year","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","appid","release_date","english","developer","publisher","platforms","required_age","categories","genres","steamspy_tags","achievements","positive_ratings","negative_ratings","average_playtime","median_playtime","owners","price","Total_ratings","Proportion_ratings_pos","Proportion_ratings_neg"
"splitsecond",10213,"PSP","2010","Racing","Disney Interactive Studios",0.07,0.02,0,0.02,0.11,297860,"2014-10-06",1,"Black Rock Studio","Disney Interactive","windows",0,"Single-player;Shared/Split Screen;Full controller support;Steam Trading Cards;Steam Cloud","Action;Racing","Racing;Action;Destruction",0,717,207,143,143,"50000-100000","15.49",924,0.775974025974026,0.224025974025974
"spore",1719,"PC","2008","Strategy","Electronic Arts",0.03,1.06,0,0.09,1.17,17390,"2008-12-19",1,"Maxis","Electronic Arts","windows",0,"Single-player","Simulation","Simulation;Sandbox;Open World",0,15101,2014,1142,764,"2000000-5000000","14.99",17115,0.88232544551563,0.11767455448437
"spore galactic adventures",16542,"PC","2009","Strategy","Electronic Arts",0,0.01,0,0,0.01,24720,"2009-06-26",1,"EA - Maxis","Electronic Arts","windows",0,"Single-player","Action;Simulation","Simulation;Action;Space",0,1943,453,1905,2286,"500000-1000000","9.99",2396,0.81093489148581,0.18906510851419
"sprint cars road to knoxville",12043,"PS2","2005","Racing","THQ",0.03,0.03,0,0.01,0.07,12590,"2008-07-29",1,"BigAnt Studios","ValuSoft;Retroism","windows",0,"Single-player;Multi-player","Racing","Racing",0,25,24,0,0,"20000-50000","4.99",49,0.510204081632653,0.489795918367347
"stalker call of pripyat",12454,"PC","2009","Shooter","Namco Bandai Games",0,0.05,0,0.01,0.06,41700,"2010-02-11",1,"GSC Game World","GSC Game World","windows",0,"Single-player;Multi-player","Action;RPG","Open World;Atmospheric;Post-apocalyptic",0,10172,470,1969,3186,"1000000-2000000","12.99",10642,0.955835369291487,0.0441646307085134
"stalker clear sky",14023,"PC","2008","Shooter","Deep Silver",0,0.03,0,0.01,0.04,20510,"2008-09-15",1,"GSC Game World","GSC World Publishing","windows",0,"Single-player;Multi-player","Action;RPG","Open World;Atmospheric;Post-apocalyptic",0,5550,903,716,779,"500000-1000000","7.99",6453,0.860065086006509,0.139934913993491
"stalker shadow of chernobyl",12624,"PC","2007","Shooter","THQ",0.01,0.04,0,0.01,0.06,4500,"2007-03-20",1,"GSC Game World","GSC Game World","windows",0,"Single-player;Multi-player","Action;RPG","Atmospheric;Post-apocalyptic;Open World",0,11039,570,493,360,"1000000-2000000","9.99",11609,0.950900163666121,0.0490998363338789
"star trek online",14984,"PC","2010","Role-Playing","Atari",0,0.02,0,0,0.02,9900,"2012-01-31",1,"Cryptic Studios","Perfect World Entertainment","windows",0,"Multi-player;MMO;Co-op;Steam Achievements;Full controller support;In-App Purchases","Free to Play;Massively Multiplayer;RPG","Free to Play;Sci-fi;Space",0,7639,2391,2514,638,"1000000-2000000","0.0",10030,0.761615154536391,0.238384845463609
"star wars dark forces",3667,"PS","1996","Shooter","LucasArts",0.31,0.21,0,0.04,0.55,32400,"2009-09-16",1,"LucasArts","LucasArts;Lucasfilm;Disney Interactive","windows;mac",0,"Single-player;Steam Cloud","Action","FPS;Star Wars;Action",0,1501,171,99,101,"1000000-2000000","4.79",1672,0.897727272727273,0.102272727272727
"star wars empire at war gold pack",10935,"PC","2007","Strategy","LucasArts",0.01,0.06,0,0.01,0.09,32470,"2010-05-25",1,"Petroglyph","LucasArts;Lucasfilm;Disney Interactive","windows",0,"Single-player;Multi-player;Online Multi-Player;Steam Cloud","Strategy","Strategy;Star Wars;RTS",0,6526,396,395,219,"1000000-2000000","15.49",6922,0.942791100837908,0.0572088991620919
"star wars episode i racer",444,"N64","1999","Racing","Nintendo",2.31,0.62,0.14,0.04,3.12,808910,"2018-11-16",1,"LucasArts","Lucasfilm;Disney Interactive","windows",0,"Single-player;Multi-player","Action;Racing","Racing;Action;Star Wars",0,280,45,0,0,"50000-100000","7.19",325,0.861538461538462,0.138461538461538
"star wars jedi knight ii jedi outcast",7010,"GC","2002","Shooter","Activision",0.18,0.05,0,0.01,0.23,6030,"2009-09-16",1,"Raven Software;Aspyr (Mac)","LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive","windows;mac",0,"Single-player;Online Multi-Player;Local Multi-Player;Partial Controller Support;Steam Cloud","Action","Star Wars;Action;Classic",0,2020,219,127,180,"1000000-2000000","7.19",2239,0.90218847699866,0.0978115230013399
"star wars jedi knight jedi academy",4346,"XB","2003","Shooter","Activision",0.34,0.1,0,0.02,0.45,6020,"2009-09-16",1,"Raven Software;Aspyr (Mac)","LucasArts;Aspyr (Mac);Lucasfilm;Disney Interactive","windows;mac",0,"Single-player;Online Multi-Player;Local Multi-Player;Partial Controller Support;Steam Cloud","Action","Star Wars;Action;Sci-fi",0,5684,330,1254,174,"1000000-2000000","7.19",6014,0.945128034585966,0.0548719654140339
"star wars knights of the old republic",744,"XB","2003","Role-Playing","Activision",1.68,0.44,0,0.08,2.19,32370,"2009-09-05",1,"BioWare;Aspyr (Mac)","LucasArts;Aspyr (Mac);Disney Interactive;Lucasfilm","windows;mac",0,"Single-player;Steam Cloud","Adventure;RPG","RPG;Star Wars;Sci-fi",0,11569,1590,660,400,"2000000-5000000","7.19",13159,0.879170149707425,0.120829850292575
"star wars knights of the old republic ii the sith lords",1421,"XB","2004","Role-Playing","Activision",0.99,0.33,0,0.05,1.37,208580,"2012-08-23",1,"Obsidian Entertainment;Aspyr (Mac, Linux, & Windows Update)","LucasArts;Disney Interactive;Lucasfilm;Aspyr (Mac, Linux)","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud","RPG","RPG;Star Wars;Story Rich",57,8047,978,990,774,"2000000-5000000","7.19",9025,0.891634349030471,0.108365650969529
"star wars republic commando",13040,"PC","2005","Shooter","LucasArts",0,0.04,0,0.01,0.05,6000,"2009-07-08",1,"LucasArts","LucasArts;Lucasfilm;Disney Interactive","windows",0,"Single-player;Multi-player;Local Multi-Player;Steam Cloud","Action","Star Wars;Action;FPS",0,6392,379,369,265,"1000000-2000000","7.19",6771,0.944025993206321,0.0559740067936789
"star wars shadows of the empire",575,"N64","1996","Action","Nintendo",2,0.5,0.12,0.03,2.65,560170,"2017-02-07",1,"LucasArts","Disney Interactive;LucasArts","windows",0,"Single-player;Partial Controller Support","Action;Adventure","Action;Adventure;Star Wars",0,197,67,33,33,"100000-200000","4.79",264,0.746212121212121,0.253787878787879
"star wars starfighter",1004,"PS2","2001","Simulation","Activision",0.61,0.87,0.02,0.26,1.76,32350,"2009-07-08",1,"LucasArts","LucasArts;Lucasfilm;Disney Interactive","windows",0,"Single-player;Partial Controller Support;Steam Cloud","Action;Simulation","Action;Simulation;Star Wars",0,221,235,6,8,"500000-1000000","4.79",456,0.484649122807018,0.515350877192982
"star wars the clone wars republic heroes",4657,"PSP","2009","Action","LucasArts",0.21,0.13,0,0.08,0.42,32420,"2009-10-06",1,"Krome Studios","LucasArts;Lucasfilm;Disney Interactive","windows",0,"Single-player;Shared/Split Screen;Partial Controller Support","Action","Action;Star Wars;Singleplayer",0,166,279,2,2,"500000-1000000","15.49",445,0.373033707865169,0.626966292134831
"star wars the force unleashed ii",2590,"Wii","2010","Action","LucasArts",0.54,0.19,0,0.06,0.8,32500,"2010-11-23",1,"Aspyr Studios","LucasArts;Lucasfilm;Disney Interactive","windows",0,"Single-player;Partial Controller Support;Steam Cloud","Action","Action;Star Wars;Sci-fi",0,1880,1348,249,365,"1000000-2000000","15.49",3228,0.582403965303594,0.417596034696406
"steins;gate",7765,"PSP","2011","Adventure","Kadokawa Shoten",0,0,0.19,0,0.19,412830,"2016-09-08",1,"MAGES. Inc.","Spike Chunsoft Co., Ltd.","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Adventure","Visual Novel;Anime;Story Rich",42,5720,130,2628,5223,"100000-200000","23.99",5850,0.977777777777778,0.0222222222222222
"steins;gate 0",13083,"PSV","2015","Adventure","PQube",0,0,0.05,0,0.05,825630,"2018-05-08",1,"MAGES. Inc.","Spike Chunsoft Co., Ltd.","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud","Adventure","Visual Novel;Story Rich;Anime",28,1301,53,0,0,"20000-50000","27.79",1354,0.960856720827179,0.0391432791728213
"stellaris",14638,"PC","2016","Strategy","Paradox Interactive",0,0.03,0,0,0.03,281990,"2016-05-09",1,"Paradox Development Studio","Paradox Interactive","windows;mac;linux",0,"Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud","Simulation;Strategy","Space;Strategy;Grand Strategy",95,35327,10036,2729,1563,"2000000-5000000","34.99",45363,0.778762427529043,0.221237572470957
"still life",11812,"XB","2005","Adventure","Microids",0.05,0.02,0,0,0.07,46480,"2011-06-01",1,"Microids","Microids","windows",0,"Single-player","Adventure","Adventure;Point & Click;Mystery",0,431,98,13,13,"100000-200000","5.59",529,0.814744801512287,0.185255198487713
"still life 2",15770,"PC","2009","Adventure","Rondomedia",0,0.01,0,0,0.02,46490,"2011-06-01",1,"Microids","Microids","windows",0,"Single-player","Adventure","Adventure;Point & Click;Female Protagonist",0,123,155,0,0,"100000-200000","5.59",278,0.442446043165468,0.557553956834532
"street fighter iv",9477,"PC","N/A","Fighting","Capcom",0.07,0.04,0,0.02,0.13,21660,"2009-07-07",1,"Capcom","Capcom","windows",0,"Single-player;Multi-player;Partial Controller Support","Action","Fighting;Action;Arcade",0,295,126,0,0,"100000-200000","13.99",421,0.700712589073634,0.299287410926366
"street fighter v",2513,"PS4","2016","Fighting","Capcom",0.35,0.26,0.08,0.13,0.82,310950,"2016-02-15",1,"Capcom","Capcom","windows",0,"Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards","Action","Fighting;Multiplayer;Competitive",45,8300,8498,793,1203,"500000-1000000","15.99",16798,0.494106441243005,0.505893558756995
"street fighter x tekken",6836,"PSV","2012","Fighting","Capcom",0.14,0.05,0.01,0.04,0.24,209120,"2012-05-11",1,"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.","windows",0,"Single-player;Multi-player;Co-op;Shared/Split Screen;Partial Controller Support","Action","Fighting;Action;Arcade",0,858,697,136,196,"100000-200000","22.99",1555,0.551768488745981,0.448231511254019
"stronghold kingdoms",10102,"PC","2011","Strategy","DTP Entertainment",0,0.1,0,0.02,0.11,47410,"2012-02-27",1,"FireFly Studios","FireFly Studios","windows",0,"Online Multi-Player;MMO;Online Co-op;Cross-Platform Multiplayer;Steam Trading Cards","Free to Play;Massively Multiplayer;Strategy","Strategy;Free to Play;Medieval",0,4886,2609,329,421,"1000000-2000000","0.0",7495,0.651901267511674,0.348098732488326
"sudeki",7856,"XB","2004","Role-Playing","Microsoft Game Studios",0.14,0.04,0,0.01,0.19,233350,"2014-02-24",1,"Climax Studios","Climax Group","windows",0,"Single-player;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud","Action;Adventure;RPG","RPG;Adventure;Action",0,413,70,217,217,"100000-200000","4.99",483,0.855072463768116,0.144927536231884
"summer athletics",16494,"PC","2008","Sports","DTP Entertainment",0,0.01,0,0,0.01,27200,"2009-04-02",1,"49 Games","DTP Entertainment","windows",0,"Single-player;Multi-player;Co-op","Sports","Sports",0,14,10,0,0,"0-20000","15.99",24,0.583333333333333,0.416666666666667
"summoner",3900,"PS2","2000","Role-Playing","THQ",0.25,0.2,0,0.07,0.51,275570,"2014-03-12",1,"Volition","THQ Nordic","windows",0,"Single-player","Action;RPG","RPG;Action;Fantasy",0,225,45,0,0,"100000-200000","4.49",270,0.833333333333333,0.166666666666667
"sunset overdrive",1838,"XOne","2014","Shooter","Microsoft Game Studios",0.62,0.4,0,0.08,1.11,847370,"2018-11-16",1,"Insomniac Games;Blind Squirrel Games","Microsoft Studios","windows",16,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure","Action;Adventure;Open World",80,2421,274,300,300,"50000-100000","14.99",2695,0.898330241187384,0.101669758812616
"supreme commander",13340,"PC","2007","Strategy","THQ",0,0.04,0,0.01,0.05,9350,"2011-09-28",1,"Gas Powered Games","Square Enix","windows",0,"Single-player;Multi-player","Strategy","Strategy;RTS;Sci-fi",0,1065,162,306,306,"1000000-2000000","8.99",1227,0.867970660146699,0.132029339853301
"supreme commander 2",5310,"X360","2010","Strategy","Square Enix",0.23,0.1,0,0.03,0.35,40100,"2010-03-01",1,"Gas Powered Games","Square Enix","windows",0,"Single-player;Multi-player;Steam Achievements;Stats;Steam Leaderboards","Strategy","Strategy;RTS;Sci-fi",47,5336,903,1834,2894,"1000000-2000000","8.99",6239,0.855265266869691,0.144734733130309
"supreme commander forged alliance",13854,"PC","2007","Strategy","THQ",0.01,0.02,0,0.01,0.04,9420,"2011-09-28",1,"Gas Powered Games","Square Enix","windows",0,"Single-player;Multi-player","Strategy","Strategy;RTS;Sci-fi",0,4969,174,803,1067,"1000000-2000000","8.99",5143,0.966167606455376,0.0338323935446238
"supreme ruler cold war",14112,"PC","2011","Strategy","Paradox Interactive",0,0.03,0,0.01,0.03,73220,"2011-07-29",1,"BattleGoat Studios","BattleGoat Studios","windows",0,"Single-player;Multi-player","Strategy","Strategy;Cold War;Grand Strategy",0,113,62,0,0,"20000-50000","6.99",175,0.645714285714286,0.354285714285714
"survivor",16368,"Wii","2010","Adventure","Valcon Games",0.01,0,0,0,0.01,1031700,"2019-04-22",1,"Reija Meriläinen","Reija Meriläinen","windows;mac",0,"Single-player","Adventure;Free to Play;Indie","Adventure;Indie;Free to Play",0,32,9,0,0,"0-20000","0.0",41,0.780487804878049,0.219512195121951
"sword art online lost song",4289,"PSV","2015","Role-Playing","Namco Bandai Games",0.08,0.1,0.23,0.05,0.46,840720,"2018-11-12",1,"Artdink","BANDAI NAMCO Entertainment","windows",0,"Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Partial Controller Support;Steam Cloud","RPG","RPG;Anime;JRPG",43,208,60,0,0,"0-20000","15.99",268,0.776119402985075,0.223880597014925
"sword of the samurai",8378,"PS2","N/A","Fighting","Ubisoft",0,0,0.17,0,0.17,327950,"2014-10-17",1,"MicroProse Software, Inc","Retroism;Nightdive Studios","windows;mac;linux",0,"Single-player","Adventure;Simulation","Adventure;Simulation;Classic",0,102,8,0,0,"20000-50000","18.99",110,0.927272727272727,0.0727272727272727
"syberia",10493,"XB","2003","Action","Microids",0.08,0.02,0,0,0.1,46500,"2011-05-19",1,"Microids","Microids","windows;mac",0,"Single-player;Steam Trading Cards","Adventure;Casual","Adventure;Point & Click;Puzzle",0,2092,260,293,387,"500000-1000000","9.99",2352,0.889455782312925,0.110544217687075
"syberia ii",15695,"PC","2004","Adventure","MC2 Entertainment",0,0.01,0,0,0.02,46510,"2011-05-19",1,"Microids","Microids","windows;mac",0,"Single-player;Steam Trading Cards","Adventure","Adventure;Point & Click;Puzzle",0,862,156,227,227,"500000-1000000","9.99",1018,0.846758349705305,0.153241650294695
"take on helicopters",14407,"PC","2011","Simulation","Unknown",0,0.02,0,0.01,0.03,65730,"2011-10-27",1,"Bohemia Interactive","Bohemia Interactive","windows",0,"Single-player;Multi-player;Co-op;Captions available;Partial Controller Support;Includes level editor","Simulation","Simulation;Flight;Open World",0,340,260,2,4,"200000-500000","11.99",600,0.566666666666667,0.433333333333333
"tales of berseria",10233,"PS3","2016","Role-Playing","Namco Bandai Games",0,0,0.11,0,0.11,429660,"2017-01-26",1,"BANDAI NAMCO Studios Inc.","BANDAI NAMCO Entertainment","windows",0,"Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;RPG","Anime;JRPG;RPG",51,7427,536,2398,2878,"200000-500000","39.99",7963,0.932688685168906,0.0673113148310938
"tales of symphonia",3723,"PS3","2013","Role-Playing","Namco Bandai Games",0.21,0.13,0.13,0.06,0.54,372360,"2016-02-01",1,"BANDAI NAMCO Entertainment Inc.","BANDAI NAMCO Entertainment","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","RPG","JRPG;RPG;Anime",39,1911,436,223,235,"200000-500000","14.99",2347,0.814230933106093,0.185769066893907
"tales of zestiria",5026,"PS4","2015","Role-Playing","Namco Bandai Games",0.16,0.15,0.02,0.06,0.38,351970,"2015-10-19",1,"BANDAI NAMCO Studio Inc.","BANDAI NAMCO Entertainment","windows",0,"Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","RPG","JRPG;Anime;RPG",56,5300,972,1445,1495,"500000-1000000","39.99",6272,0.845025510204082,0.154974489795918
"terraria",11620,"3DS","2016","Action","505 Games",0,0.03,0.04,0,0.08,105600,"2011-05-16",1,"Re-Logic","Re-Logic","windows;mac;linux",0,"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure;Indie;RPG","Sandbox;Adventure;Survival",88,255600,7797,5585,1840,"5000000-10000000","6.99",263397,0.970398296108156,0.0296017038918439
"teslagrad",16568,"PSV","2015","Platform","Rain Games",0,0.01,0,0,0.01,249590,"2013-12-13",1,"Rain Games","Rain Games","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Indie","Platformer;Indie;Puzzle",36,1581,258,449,665,"200000-500000","6.99",1839,0.859706362153344,0.140293637846656
"the bards tale",10624,"XB","2004","Role-Playing","Ubisoft",0.08,0.02,0,0,0.1,41900,"2009-12-11",1,"inXile Entertainment","inXile Entertainment","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support","Action;Adventure;RPG","RPG;Adventure;Comedy",51,644,188,43,77,"200000-500000","6.99",832,0.774038461538462,0.225961538461538
"the binding of isaac",14252,"PC","2012","Action","Unknown",0,0.03,0,0,0.03,113200,"2011-09-28",1,"Edmund McMillen and Florian Himsl","Edmund McMillen","windows;mac",0,"Single-player;Steam Achievements;Steam Trading Cards","Action;Adventure;Indie;RPG","Rogue-like;Indie;Replay Value",99,43227,1923,1849,567,"2000000-5000000","3.99",45150,0.957408637873754,0.0425913621262458
"the book of unwritten tales",10360,"PC","2009","Adventure","HMH Interactive",0,0.08,0,0.02,0.11,215160,"2012-07-31",1,"KING Art","THQ Nordic","windows;mac;linux",0,"Single-player","Adventure","Adventure;Point & Click;Fantasy",0,1386,134,62,62,"200000-500000","17.99",1520,0.911842105263158,0.0881578947368421
"the book of unwritten tales 2",12163,"PS4","2015","Adventure","Nordic Games",0,0.06,0,0.01,0.07,279940,"2015-02-19",1,"KING Art","THQ Nordic","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Adventure","Adventure;Point & Click;Comedy",51,562,47,0,0,"50000-100000","24.99",609,0.922824302134647,0.077175697865353
"the book of unwritten tales the critter chronicles",12319,"PC","2011","Action","Crimson Cow",0,0.05,0,0.01,0.06,221830,"2012-12-05",1,"KING Art","THQ Nordic","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Cloud","Adventure;Indie","Adventure;Point & Click;Fantasy",34,266,50,0,0,"100000-200000","17.99",316,0.841772151898734,0.158227848101266
"the bureau xcom declassified",5994,"PS3","2013","Shooter","Take-Two Interactive",0.08,0.16,0,0.05,0.29,65930,"2013-08-22",1,"2K Marin","2K","windows;mac",16,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action","Action;Tactical;Sci-fi",41,6661,2923,201,168,"2000000-5000000","14.99",9584,0.695012520868113,0.304987479131886
"the club",6998,"PS3","2008","Shooter","Sega",0.14,0.07,0,0.03,0.23,10460,"2008-02-20",1,"Bizarre Creations","SEGA","windows",0,"Single-player;Multi-player;Partial Controller Support","Action","Action;Third-Person Shooter;Arcade",0,47,50,0,0,"20000-50000","9.99",97,0.484536082474227,0.515463917525773
"the crew",3221,"XOne","2014","Racing","Ubisoft",0.24,0.34,0,0.05,0.63,241560,"2014-12-19",1,"Ivory Tower in collaboration with Ubisoft Reflections","Ubisoft","windows",0,"Single-player;Multi-player;MMO;In-App Purchases;Partial Controller Support","Action;Massively Multiplayer;Racing","Racing;Open World;Multiplayer",0,9479,4636,657,725,"200000-500000","25.99",14115,0.671555083244775,0.328444916755225
"the darkness",3014,"PS3","2007","Shooter","Take-Two Interactive",0.2,0.34,0,0.13,0.67,765390,"2017-12-29",1,"Ruaz.404","Ruaz.404","windows",0,"Single-player","Violent;Action;Adventure;Indie","Action;Indie;Adventure",0,2,16,0,0,"0-20000","2.89",18,0.111111111111111,0.888888888888889
"the darkness ii",9201,"PC","2012","Shooter","Take-Two Interactive",0.1,0.03,0,0.01,0.14,67370,"2012-02-09",1,"Digital Extremes","2K","windows;mac",18,"Single-player;Co-op;Steam Achievements;Partial Controller Support","Action","FPS;Action;Gore",50,11992,1234,191,214,"1000000-2000000","19.99",13226,0.906698926357175,0.0933010736428247
"the elder scrolls online",1563,"XOne","2015","Role-Playing","Bethesda Softworks",0.77,0.38,0,0.12,1.27,306130,"2017-05-22",1,"Zenimax Online Studios","Bethesda Softworks","windows;mac",18,"MMO;Steam Trading Cards;Partial Controller Support","Massively Multiplayer;RPG","RPG;Open World;MMORPG",0,33719,11672,10659,3143,"1000000-2000000","14.99",45391,0.742856513405741,0.257143486594259
"the elder scrolls v skyrim",76,"X360","2011","Role-Playing","Bethesda Softworks",5.03,2.86,0.1,0.85,8.84,72850,"2011-11-10",1,"Bethesda Game Studios","Bethesda Softworks","windows",16,"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud","RPG","Open World;RPG;Fantasy",75,237303,14951,7089,3885,"10000000-20000000","9.99",252254,0.940730374939545,0.0592696250604549
"the evil within",3100,"XOne","2014","Action","Bethesda Softworks",0.35,0.25,0,0.05,0.65,268050,"2014-10-13",1,"Tango Gameworks","Bethesda Softworks","windows",18,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud","Action","Horror;Survival Horror;Psychological Horror",71,10581,2363,635,898,"500000-1000000","14.99",12944,0.817444375772559,0.182555624227441
"the game of life",2493,"PS","1998","Misc","Unknown",0.46,0.31,0,0.05,0.83,403120,"2015-11-03",1,"Marmalade Game Studio Ltd","Marmalade Game Studio Ltd","windows",0,"Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards","Adventure;Casual;Simulation","Board Game;Multiplayer;Adventure",10,267,106,467,467,"50000-100000","3.99",373,0.715817694369973,0.284182305630027
"the golf club",14763,"XOne","2014","Sports","Unknown",0.02,0,0,0,0.03,269730,"2014-08-19",1,"HB Studios","HB Studios","windows",0,"Single-player;Multi-player;Partial Controller Support;Includes level editor","Simulation;Sports","Sports;Golf;Simulation",24,638,375,0,0,"20000-50000","22.99",1013,0.629812438302073,0.370187561697927
"the great escape",7734,"PS2","2003","Action","SCi",0.1,0.07,0,0.02,0.2,434800,"2016-01-11",1,"XiNFiNiTY Games","OtakuMaker SARL","windows",0,"Single-player;Steam Trading Cards;Partial Controller Support","Action;Casual;Indie","Action;Indie;Casual",0,18,9,240,246,"20000-50000","2.79",27,0.666666666666667,0.333333333333333
"the haunted hells reach",15831,"PC","2011","Shooter","Visco",0.02,0,0,0,0.02,43190,"2011-10-24",1,"KTX Software","Signo & Arte","windows",0,"Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Leaderboards","Action;Indie","Action;Indie;Co-op",28,507,81,285,333,"50000-100000","5.99",588,0.862244897959184,0.137755102040816
"the inner world",14333,"PC","2013","Adventure","Headup Games",0,0.03,0,0,0.03,251430,"2013-09-27",1,"Studio Fizbin","Headup","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards","Adventure;Indie","Adventure;Point & Click;Indie",23,570,51,0,0,"100000-200000","11.99",621,0.917874396135266,0.0821256038647343
"the king of fighters 2002 unlimited match",13462,"PS2","2009","Fighting","SNK Playmore",0,0,0.04,0,0.04,222440,"2015-02-27",1,"SNK CORPORATION;Code Mystics","SNK CORPORATION","windows",0,"Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards","Action","Fighting;Action;Arcade",12,903,78,0,0,"100000-200000","10.99",981,0.920489296636086,0.0795107033639144
"the legend of heroes trails of cold steel",5805,"PSV","2013","Role-Playing","Nippon Ichi Software",0.08,0.05,0.14,0.04,0.31,538680,"2017-08-02",1,"Nihon Falcom","XSEED Games;Marvelous USA, Inc.","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards","RPG","JRPG;RPG;Anime",51,2030,92,75,75,"100000-200000","29.99",2122,0.956644674835061,0.0433553251649387
"the legend of heroes trails of cold steel ii",8852,"PSV","2014","Role-Playing","Nippon Ichi Software",0.02,0,0.13,0.01,0.15,748490,"2018-02-14",1,"Nihon Falcom","XSEED Games;Marvelous USA, Inc.","windows",0,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Steam Leaderboards","RPG","RPG;JRPG;Anime",51,872,36,0,0,"20000-50000","29.99",908,0.960352422907489,0.039647577092511
"the lego movie videogame",1490,"X360","2014","Action","Warner Bros. Interactive Entertainment",0.69,0.52,0,0.11,1.32,267530,"2014-02-27",1,"TT Fusion;Traveller's Tales;Feral Interactive (Mac)","Warner Bros. Interactive Entertainment;Feral Interactive (Mac)","windows",0,"Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Cloud","Action;Adventure","LEGO;Adventure;Action",48,1825,374,570,570,"200000-500000","14.99",2199,0.829922692132788,0.170077307867212
"the longest journey",15682,"PC","1999","Adventure","Empire Interactive",0,0.01,0,0,0.02,6310,"2007-05-01",1,"Funcom","Funcom","windows",0,"Single-player","Action;Adventure;RPG","Adventure;Point & Click;Female Protagonist",0,1152,102,14,19,"200000-500000","5.99",1254,0.91866028708134,0.0813397129186603
"the next big thing",12401,"PC","2011","Adventure","Focus Home Interactive",0,0.05,0,0.01,0.06,58570,"2011-04-21",1,"Pendulo Studios","Focus Home Interactive;1C-SoftClub","windows;mac",0,"Single-player","Adventure","Adventure;Point & Click;Mystery",0,352,59,1,1,"100000-200000","6.99",411,0.856447688564477,0.143552311435523
"the night of the rabbit",13992,"PC","2013","Adventure","Daedalic Entertainment",0,0.03,0,0,0.04,230820,"2013-05-28",1,"Daedalic Entertainment","Daedalic Entertainment","windows;mac",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Adventure;Indie","Adventure;Point & Click;Indie",17,1700,179,96,112,"200000-500000","16.99",1879,0.904736562001064,0.0952634379989356
"the sims 3",2921,"DS","2010","Simulation","Electronic Arts",0.39,0.25,0,0.06,0.7,47890,"2011-01-27",1,"The Sims Studio","Electronic Arts","windows",0,"Single-player","Simulation","Simulation;Character Customization;Sandbox",0,11679,2493,4730,499,"2000000-5000000","24.99",14172,0.824089754445385,0.175910245554615
"the talos principle",15542,"PS4","2015","Puzzle","Devolver Digital",0,0.02,0,0,0.02,257510,"2014-12-11",1,"Croteam","Devolver Digital;Croteam","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor","Action;Adventure;Indie","Puzzle;First-Person;Sci-fi",40,17237,785,230,186,"1000000-2000000","29.99",18022,0.95644212629009,0.0435578737099101
